Text,label
جشميل,1
ssRxtjueNeZqgfTBkoAvgpi محمد حسين,1
شدعوه بقاله طلبات مارت أسعارها غاليه بشكل كبير شنو في رخصو اشوي شدعوه بطاط تاكيز صغير حيل حيل بدينار شنو في,0
ممتاز جدا وحلو ابني شغال فيه,1
نقرق,1
خدمة ممتازة شكرا طلبات,1
كنت فى مكان وطلبت من ماركت طلبات ووصلى طلبى وكان تمام ومافيش مشاكل وبعد كده نقلت مكان آخر وكل ماطلب واختار الموقع يقول المكان خارج نطاق الخدمه ومش فاهمه حاجه,0
جمييييييييل جداااااااا وسهل,1
خففتوا علينا التعب,1
زفت مبالغه في سعر التوصيل على سبيل المثال كوفي بقيمه درهم التوصيل دراهم ليش انشالله مسولي فيها وين راحت,0
شي كتير رائع وجميل,1
Nbiii Fridaays,1
احسن برنامج بل عالم ياستاهل نجمه يجيب حار وان با حائل,0
التعامل مع الابلكيشن صعب,0
جيدا اليوم,1
فقط ناقص توضيح المنيو والأسعار,1
مس عايز,0
طلبات تتاخر كتير فاشلين,0
الخدمة العملاء في هذه الشركة لا تلبي التوقعات,0
هو ليه مش بيشتغل كل ما افتحه يقول فيه اصدار جديد وانا اصلا لسه منزلته ومش بيشتغل خالص,0
لم استلم طلبي اتصلت بالسائق قال إنه اعطاه لشخص آخر والي الحين لما يصلنى طلبي ولايوجد خاصية تقديم شكوه أو خط ساخن للاتصال,0
اكثر من رائع بس ليش التوصيل ريال المفروض مجانا,1
مش عايز يشغل هولازم رقم ولا اي رقم عادي,0
تطبيق زي الخرا وشركة كذابه وبسرقو الواحد عينك عينك وبخروك عن شغلك وبالاخر بحكولك اسف يا فندم,0
حلو وما يطولون واسعار جميله,1
يتاخر في التوصيل جدا جدا,0
شركة بتخزي وتعامل سيء مادييين,0
ماشاء الله احسن ابلكيشن في الدنيا,1
أسوأ تطبيق حملته، الطلب جا مختلف مابين اللي بالتطبيق فاتورة المطعم والأسوأ نظام استقبالهم لملاحظات المستخدمين، فصل المحادثة بناءً على طلبي انا اكتب لهم وصف المشكلة,0
شركة سيئة جدآ,0
خدمه ممتازه ومريحه الطلب لايتأخر على الوقت تمام,1
جدا جميل نشكركم من الاعماق,1
سريع وعملي جدا,1
جميييييييل أنصحكم تجربون,1
نقل,0
هائل,1
اسوئ خدمه بس تطلب من طلبات بتجي وجبات نقصه,0
نعهههتتختتتعت,1
شركه سوڤيل حرميه كوله نصب كوله معرسين مدير الدعم فهمي وهشام وراغب حراميه ليه حساب ومدير الدعم فهمي وهشام قالو حسابك هينزل بعد ساعه من شهر لغايه دلوقت منزلش هو فين يا شركه سوڤيل حرميه كوله نصب,0
عنجد بشكر الشركة علي هذا البرنامج,1
يا حقير يا لعين ذبحتونا من اعلاناتكم الخايس جهنم تحرقكم,0
تطبيق مارضي يفتح,0
كذابين نصابين حراميه مافيه اي مصداقيه ابدا التاخير بالساعات ويقولك الطلب قاي حضرتك ياعمي الله يحرقك وجود حضرتك,0
فكره قمه في الإبداع,1
اسعار توصيل جدا غالي,0
صم لو سمحت عايز بيتزا بيتزا,1
رائع يوصل في الوقت,1
جميل هل تقدم,0
زفت انصح بعدم تنزيله,0
تجربة سيئة جدا منصحش اى حد بتحميل التطبيق النظام الجديد بتاع الباقات نظام فاشل ومالوش اى لزمة انا حذفت التطبيق من موبايلى وكل معارفى حذوفه وناس كتير جدا معترضة على النظامده يا ترجعوا النظام القديم منصحش اى حد يحمل التطبيق,0
اول مره اطلب بس عجيب,1
The best choice shopping,1
أنا ماماعيه بريد اكتروني وهمه يقولون أدخل رقم البريد الالكتروني والله أحسن لي أن اطلب بل جوال على بيتزا هت او غيره من مطاعم اناعصبت صراحه طيب ولي ما معاة وش يسوي,0
جدا رائع وانصح الجميع بأستخدامه,1
افضل تطبيق على الإطلاق وأسهل تطبيق، وسرعة الرد من قبل خدمة العملاء شكرا,1
اغلب المطاعم ماتلتزم بالوقت واليوم احنا في شهر رمضان من الساعه العصر طلبت وماوصل شي صار ناطر ساعات,0
مفيش اي حاجا في عزبة البرج,0
اصلي ممتاز,1
زفت هالبرنامج وموظفينهم نايمين,0
فاشل جدا ومافيه خدمة بعد البيع,0
اجربه,1
ياليت لو اطلب وفجاة يقول عند الباب وانا سبق كتبت العنوان,1
الخريطة غير دقيقة ومبهمة يا ريت تستخدموا خرايط جوجل تبقا ادق واسهل,0
برجر,1
اربع نجوم لنة منطقتي ليس فيه مطاعم كثرية ولا هو جيد,1
خوووووش شي,1
رؤؤؤؤؤؤعه,1
لا انصح به أحد ابدا التطبيق يحصل على الرقم المصنع المسلسل الموبيل وهو رقم لا يتغير يمكنه من الدخول كل شيء على الموبيل حتى لو الموبيل ليس به شريحة اتصالات وهذا الرقم المسلسل سري يستخدم في إعادة الموبيل المسروق وتحديد مكان الموبيل وفوق ما تتخيل لا انصح به أحد ابدا ابدا,0
ممتاز واتمني إضافة خيارات اكثر,1
صح,1
Fdb,1
تطبيق زبالة ومتطفل,0
بس ياليت لو تحطون مطعم ماك وانا استخدام البرنامج من شهرين في بداية استخدامي واجهت بعض المشاكل لاكن الآن لا يوجد تراني ما أتكلم فصحه بس,1
بس يجيابه برد,1
الطلب بارد جدا وتعامل المندوب جدا سيء وماتعرفو للاحياء,0
مره التطبيق جميل,1
احبه,1
طلبت مره وحده منهم قالو نص ساعه ويوصل جات نص ساعه ووصل يعني حلو الطلب نفس ما هو لا ناقص ولا زايد,1
موقع مادي يهمه الربح وغير متعاون مع مستخدميه,0
تجربة ممتازة تغنى عن بهدلت المواصلات,1
برناج رائع ولكن للأسف بعض المناطق في سلطنة عمان خاصة في محافظة ظفار بصلالة الخدمة غير متوفرة منطقة صحلنوت اتمنى خدمه تحديد الموقع في الخارطة,0
ليش الطلب تأخر,0
افضل تطبيق صدقا,1
التطبيق سيء جدا في محافظة عجلون من فترة ايام كل المطاعم مشغوله ليل نهار,0
تطبيق رهيب انا أطلب من اكثر من مطعم وخصوصي البيت المفتوح للشاورما الله يجزيهم الخير ما يتأخرون بالطلب تصلني الشاورما ساخنة,1
شركة غير محترم لعملائها وعدم الرد بخدمة العملاء وتغيرات كثيرة في المواعيد والغاء رحلات بمزاجهم وحاجه قلة ادب بجد,0
طلبت وطلبي اصلا ماوصل ورجعت طلبت ثاني والى الان ماوصل,0
بكم المشواار لطلبيه؟,1
فيه مشكله كان يشتغل وفجئه قال لايمكن التوصيل انت خارج نطاق التوصيل وش السالفه؟,0
جميل طلبت جابولي الطلم واهو حار,1
ليش مو موجود نجرااان,0
والله كذا مره طلبت من هارديز دقيقه وأحيانا أقل ويجي عند الباب الدمام,1
بصراحة موقع طلبات وفر علينا كثير واللي اعجبني فيه سهولة الطلب وتعدد خيارات المطاعم,1
اننه جميل جدا,1
خر عاغا,1
من الأسوء الأسوء It bad,0
غالي كثير وفاشل ومافي عروض من عروض المطاعم الي تصير دايما بنصح الجميع ماحدى ينزلو,0
تطبيق يشكرون عليه,1
جميل برنامج حلو,1
مررررره حلو,1
تم اضافه رسوم جنيه ليه بقي سي جدا لا مش توصيل برنامج بقي يخد نسبه قيمت الطلب,0
تطبيق فاشل جدا ولا يراعي الاشخاص لايوجد حقوق للاشخاص المستهلكين,0
شكراً على هذا الموقع الرائع,1
تطبيق كله مشاكل وخدمه عملاء عقبال ماتفرج مش فاهمين حاجه وتتصل بيهم اصل يافندم في تحديث في الشبكه وعاود الاتصال مره اخري كله بيحل عن دماغه حذفت البرنامج اكتر من خمس مرات واعاده تثبيته مره اخري ومازلت المشكله موجوده بالإضافة لرقم التفعيل يتم ارساله بعد فتره وعند ادخاله تظهر رساله انه غير صحيح او منتهي,0
مش بيفتح وعاوز ادفع الفاتوره اوبر مش عارف ياريت تحل المشكله دي,0
تمام اخواتي العزيزات البرنامج مياميا وشك فى الحط وافك لي,1
كنكاريه,1
كل ما احاول اطلب شي يقول ما في خاصه في الطائف,0
برنامج زي الزفت كل شوية error مش عارف اكمل البيانات,0
ممتاز جدا تواصل من المطعم مباشرة بعد الطلبمتعاونين اذا الطلب مو موجود يجي اتصال من الموظفين يخبرونكجدا رائعبالتوفيق لانكم الافضل,1
مخنز,0
وأوضح أن هناك أي شيء آخر من قام بالتعديل على البيت الأبيض في غير عادي فل اوبشن فايل الله يستر علي بن أبي طالب عليه صفحه انا من عمرها ما اقدر على حب في مهب الريح الجزء الثالث الحلقه من هذا القبيل من عمرها الله يستر عليه وسلم من عمرها في العالم العربي والإسلامي الله عليه وسلم يا بابا مع مال الله يستر على نبينا محمد صلى على سيدنا ابراهيم في بيتك لحالك الله يستر عليه الله يحفظك ويحفظ في الثلاجة لمدة ساعة على البيت المهجور في بيتك الحرام من عمرها في بيتك الحرام من الديار المصرية في بيتك,1
والله مافي مثيل له,1
كيف اعرف اديش معي نقاط وكيف اسنخدمهم,0
ظن,0
jhu,1
الصراحة فادني كثير وريحني من المشاوير,1
رووووووعة والله,1
ممتاز افضل من بعض التطبيقات بدون ذكر اسماء,1
اقوى برنامج,1
بعمل اول مره برقم جديد مش عايز يجيلي خصم علي اول تلات اوردرات ليييييييييييهمش عارفه,0
الكود هيتبعت السنة اللي جاية يعني زفت,0
أجمل ططبيق في العالم,1
الابلكيشن كل ما انزلة يقولي محناج تحديث انا اصلا لسه منزلاه ولما مسحته نزلته تاني بردو مشتغلش,0
ألاه حلو برامج,1
جججججميل,1
تطبيق سريع وسهل,1
اول تجربة لي معاهم خدمة ممتازة,1
مايشتغل ابدن,0
مصرمحمدمحمد,1
افضل خدمة اشكركم على خدمتكم,1
لان راع,1
غير منصفه واسعار غير حقيقيه,0
جميل جدا ومريح,1
الكود مش راضي يوصل رقم موبايلي بالتالي البرنامج مش راضي يفتح محتاج حل سريع,0
ما انصح احد يستعمله تأخير واجد وقت التوثيل اقل شي دقيقه وسعر التوصيل مرتفع بعد وطريقه التسجيل معقده,0
صراحة واللة مايتوصف بل كلام روعة يوصل الأكل في دقائق بس وفي خدعة انا استعملها عشان يوصل الأكل بسرعة جربوها أو شي روح اطلب من أي مطعم بس لزم تطلب في أوقات الصلاة لنو لو طلبت في أوقات الصلاة راح يوصل الأكل بسرعة جربوها اذا جربتوها قولولي اش صار,1
بصراحه خدمه ممتازه ومواعيد مظبوطه وسائقين محترفين,1
gooood,1
محافظة ظفار ولاية صلالة,1
ليه كنتاكي مافي جبن بالاصناف الجانبيه لازم اذا كلموني اقولهم ويغلطون كثير يبدلونه بصوص ولا بثوم,0
حملة اضراب ومقاطعة لتطبيق من كباتن زبائن طلبات تبتدئ يوم الأحد لإنصاف كباتن الاردن والعدول عن قرار تخفيض التسعيرة الجديدة,0
أقل شي يقال عن هذا التطبيق أنه يفتقد المصداقية,0
روعععععه,1
ممتاز جداً جداً,1
بعض الأحيان يكون سريع وبعض الاحيان يطول على حسب المطعم طبعا ولكن يبقى تطبيق جميل جداً,1
برنامج جميل وكمان خدمه التوصيل جيدا,1
تجربة رائدة نطمح في المزيد من الجهد لتطوير المنظومة والعمل على تحقيق مميزات أكثر للعملاء مشكورة جهودكم ومن نجاح لنجاح,1
الموقع يعلق ومايدخل صاري ساعه احاول ادخل بطلب مو راضي يدخل اتمنا اصلاح المشكله على الفور,0
تطبيق فاشل وسي للغايا,0
لذيذ طيب المذاق,0
صراحه برنامج رائع,1
حلو يعني ما تحمست وايد عليه,1
ياريت ماعدلوه,1
ليه كل ما ندخل على التطبيق يكتب يرجى التحديث من App store,0
تطبيق سيء جدا جدا يلغي الطلبات بدون سابق انذار ولا الموظفين يهتمون بالزباين كلش سيء,0
طلبت من مطعم ودفعت فيزا ريال المطعم مغلق وجلسو يماطلو اشعر والى اليوم ما رجعت الفلوس مافيه مصداقيه في التعاملات الماليه حاسب كاش افضل شي,0
هاتو قسيمة جاي,1
لا نقوم بالتوصيل لهذه المنطقه؟؟ اجل وين توصلون,0
الكابتن ممتاز,1
خرااا مفيش مواصلات من العجمي,0
كل ما اجي اطلب مايطلب,0
البرنامج بعتلي اوردر ناقص ومبعتليش باقي الحساب بتاع الاوردر الناقص وخدمه العملاء لا حياه لمن تنادى حاجه في منتهي قله الذوق,0
روعة سرعة تمييز باختصار اشكركم,1
اشي بخزي اقل توصيل اجاني دينار اش الهبل هاد ومش كل المطاعم موجوده معني بمنطقه شعبيه,0
شركه سيئ جدا جدا,0
اطلب بقى طلبات بس كده,1
انا كنت بحجز بالموبايل عادي من فترة كبيرة وفوجئت ان الحجز أصبح بالايميل وباسوورد وشغلانةومن ساعتها مش عارفة احجز من عندي ممكن نرجع للحجز العادي لاني بيكي يوميا رايح جاي وعايزة اعمل باقة جنيه رحلة ممكن الرد بسرعة,0
جدا مبالغ في سعر التوصيل التوصيل متاخر يتم تغير وقت الوصول المتوقع باستمرار,0
كان فى مشكلتين بعد التحديث الاخير اتصلت بخدمة العملاء تم حلهم رجع يشتغل عادى بدون مشاكل ملحوظهخدمة العملاء رقمها,1
عتووتتتووززتتتتننتتززززننننمنمززمظذننن تنظم من ننمن هنه,0
التحديث خربان يطلعني,0
باين البرنامج جميل ومميز الف شكر لكم على من عمل على البرنامج الجميل,1
خلانخجه,0
الطلب دايما يتاخر,0
الطلب يتأخر مايوصل,0
اوحش برنامج توصيل علي الاطلاق انا ادي صفر نجوم,0
ьииь рщй,0
لقد تم حظري لكثرة عناويني زفتتتتتتتت,0
تطبيق جميل جدا وسهل,1
بيض بصراحه,0
اكثر من رائع شكرة لكم,1
شركه كدابه بيقولو الكود new عليه خصم علي اي اكله,0
خدمةعملاء سيئة والتوصيل بعد ساعة ويصل الطلب ناقص,0
بالتوفيق,0
تم خصم قيمة القسيمه بالرغم من انى لم أطلب أصلا وتم إرسال ايميل بذلك ولم يتم الرد,0
فاااااااااااااشل اسوء خدمة توصيل بالعالم نصيحة لحد يطلب عن طريقهم جدا جدا جدا جدا جدا جدا سيئين طلبت من عندهم الساعة ضهر جات الساعة ولا جاء الاكل حقي تخيلو من الين ووانا استنى لو عندي ضيوف بغديهم فشلة لا فوق هذا اتصل عليهم محد يرد يعطيني مشغول يقفل في وجهي ولا يجلس يرن الين ما يقفل تفوو عليكم من تطبيق فاشل الحمدلله اني ما اخترت الدفع عن طريق البطاقة كان فلوسي اختفت,0
لي أكثر من أربعة ساعات وابقي ما أحد جاى,0
انا جديد اجرب واقول لك رائي,1
غير ملتزمين في المواعيد والكابتن اذا الرحله مش عاجبيتو عادي مابطلع وبتتواصل مع الشركه بحكي اتحملنا شوي وبرضو بكذبو وما بتواصلو معك حتى لو مجرد اعتذار,0
البرنامج مش عايز يفتح,0
برنس,1
أفضل طالبات دوتكم,1
جامد Call,1
يا ريت ضيفوا اللغة العربية,0
حرامية,0
التطبيق لم يعمل عندي,0
سيء جداً لا انصح به أبداً جربته مرة واحدة فقط وهي الاولى والأخيرة ساعتين ولم يصلني الطلب مع ان المطعم مجاور للسكن وتم التواصل مع خدمة العملاء ولم يتم حل المشكلة تصريف فقط لا انصح به تروح تأخذ من المطعم بنفسك أوفر للوقت والمال,0
كل ماكتب منطقة بيقولى عذرا مش بنوصلها,0
حل بديل للطلب والدفع بواسطة البطاقات البنكية,1
كويس جدا بس عاوز تحسين في المواعيد شويه,1
تاخير لمدة ساعة اكثر البحث عن سائق للتوصيل مع اني ذهبت للمطعم الذي طلبت منة وجدت السائقين موجودين لاستلام الطلبيات,0
رائع جدااااااااااااااا جميل وطعمه راءع,1
سريع التوصيل،،،,1
تطبيق ممتاز للغايه وسهل الاستخدام,1
انها تجربا جميله,1
ألعروض والخصومات,1
لا يوجد خوصومات التطبيق سيئ لا يوجد عوروض ولا يوجد قصائم ولايوجد توصيل مجانن,0
نك دظظ تن ظت,0
الططبيق مرة حلو,1
هو الموضوع كل أن الموقع يعلق,1
برنامج ممتاز يخليك مرتاح فالبيت ويوصلونه لك الاكل,1
للاسف اكتر من مره ما بجيب الاشياء كامله يا ام ناقصه او غير طلب,0
في مشاكل ان دايما المطاعم مشغوله,0
تجربه حلو,1
برنامج زي الزفت زبال,0
مع أنه يستحقها لكن لأجل تسريح العمال,0
التطبيق مش شغال,0
والله انه فاشل,0
برنامج مفيد ورائع,1
يريت تضيفو خصية دعم أكثر من حساب او تنزلو نسخة تانى من البرنامج,1
حلو التطبيق حيييلللل,1
ممتاز الاختيار ودقه الطلب برنامج ولا اروع,1
شركه لديها مصداقية,1
دعاني زمان افطرنا,1
اطلب كان افضل بكتير الابلكيشن مليان مطاعم ومحلات وهمية مش شغالة عليه اصلا اما الطلب ماةبيكملش او بيكمل ويتلغي الاسوأ لو دفعت بفيزا الفلوس والطلب اتلغى بدل ما يترد مباشرة زي اطلب لا بيتحط محفظة مخصوص لهم اطلب بيسمح بالتواصل على اكتر من تيلفون وعادي كان بيتم التواصل معايا على اي واحد شغال فيهم دلوقت طلبات بيكتفي على ما يبدو برقم واحد ويتجاهل بقية البيانات,0
يعطيك السهوله بأختيارك لي أفضل المأكولات يوفر عليك الوقت شكراً للقائمين هذا برنامج,1
ممتاز جدا خصوصا بعد التجربة العملية وشكرا,1
كل ما اجي اكتب المطعب اللي انا عايزة يقولي لا يوجد مطعم بهذا الاسم بقا سيء جدا,0
تطبيق ممتاز طلبات بس السوبر ماركت فاشل جدا بائعين حرامية اسعار خياليه,1
الموقع حلو بس في تعليق خاييس صلحوه,0
أشعر بالإرتياح لأنني قمت بإكمال المهمة في الوقت المحدد,1
ادارة فاشلة فاشلة فاشلة,0
حلو بس لايكسر فيني لمن اطلب,1
لا يوجد توصيل لا كثير من الأماكن,0
من الكويت,1
جيد جدا وتوصيل سريع,1
جيد وسهل,1
حااااااااااالو جدن,1
خرااااااا,0
عجيب روعه,1
ممتاز وبدون كلام,1
اوحش وأسوأ عروض كلها وهميه لدعايه وبس واسواء خدمه العملاء في مصر خدمه وحشه وتعامل غير احترافي ومعظم العروض كدب,0
انصح الجميع بالتعامل من خلاله,1
فجر,1
التطبيق لا يعمل بطريقه صحيحه حتي ويذل كتبت سكر لا يعمل ولا يوجد ايلا مطاحن محدده,0
ممتاز مافيه كلام,1
كثير التطبيق مميز وفي عروض,1
مشاكل التطبيق مبتخلصش شكلهم عملوه ورموه,0
ابداااااع,1
البرنامج يشكل ويفتح,0
وصفو زين,1
لا يوجد تحديث,0
لايوجد قسائم أبدا وطلبات مارت سئ,0
رائع جدا قمة الروعة,1
ابن كلب,0
لسة,1
تطبيق ممتاز ولكن بعض المطاعم لازم يجبرونهم للي حاب يشارك في عرض وجباته لابد يحط صور لكل وجبه أو الأكل ألي يقدمها,1
البرنامج حلو مابوه خلاف بس التوصيل من المطاعم ممرره يتأخر,0
ممكن تعمل الاوردار يوصل بعد تلات ايام,0
عندى نقص فى منتجات والكابتن اخد الحساب كامل وبحاول اتصل بيه مش بيرد وعملت بلاغ على البرنامج محدش تواصل معاى,0
مو راضي يفتح التطبيق,0
زفت الصراحة ،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،،,0
خرافه,1
إلا,0
والله رهيب,1
في آخر الرياض,1
تضيفون كل المطاعم بالمملكه مافي إلا القليل من المطاعم,1
الوووو,0
ضض,0
متى توقفون اﻹعلانات,0
اسلوب غير محترم من مطعم بازوكا وقله ادب فى التعامل مع اول تعامل فى الابليكشن اضررت لمسح الحساب وعدم التعامل,0
تطبيق اصبح سيئ وكل خصم يتلغي,0
كم,1
اتمني يكون فيه سرعة اكتر بس,1
بس في شوي تأخير يعني نشوف المندوب واقف المحل ما اعرف يجمع طلبيات ولا ويش والاكل جاهز وهوه يجمع طلبيات وش ذا,0
جميل جدا وسريع كمان جربتوا كتير فى الطالبات,1
يا دمالوا يا دمالوا,1
التطبيق مش شغال ايه السبب,0
برنامجج جميل,1
لا للتطبيع,0
ده بيجب كيلو تفاح بفلوس تانية مجانا هدية,1
وانصح الكل بتحميله,1
اهني طلبات علي النجاح الي حققوه واتمنه النجاح والتألق,1
الاسعار الملزمه لحد الطلب خياليه نوعا ما,1
معفن شاورما خربانا اكلو نصها,0
لايناسبنى هذا الإعلان,0
ههههههههههههه,0
تطلب إلين ما تشبع ثانية بس وايشي تبغا من المطاعم,1
صراحة شغلهم ممتاز,1
سيء جدا ناس نصابة وأسعار غالية,0
بالتوفيق ومن نجاح إلى نجاح,1
خورااافي بس الاكل يوصل بارد احيانن,1
الراغب هذا الموقع انا من الإسكندرية ولا يل زمنى,0
في الحقيقه قمت بتجربته وكانت تجربه ممتازه,1
ممكن لوتحطو مطعم ابو زيد غي خدمة طلبات,0
الطلب احيانا يجي غلط ولما نجي نرجعه مايصير مره ثانيه شيكو على الطلب قبل التسليم من المطعم نفسه وشكرا,0
والله العظيم دول نصبين وميستهلوش وله اي كلمه شكر خالص بينصبو على الناس طلبت عربيه ومحدش جالى وله ساال اصلن شكرن هى مره وعدد ماشى انا لوحدى القولت كده الناس كله انتو المفروض تحلو مشكلت البرنمج وبعدكده تكلمو الناس بس مفيش احترام نهااي,0
شـكراً لــكم,1
ارجو إضافة نظام تحديد الموقع عشان الهندي مايضيع,1
المطعم جيد جدًا يوصل الطلبات سريعًا جدًا العملاء محترمين ارجو التكملة على هذا المستوى,1
في مشكلة كبيرة التطبيق ما يطلع كل الاحياء,0
المعامله سيئه جدا والاورد مجاش واتلغى من نفسه واستنيته ساعتين وفى الاخر اتلغى من نفسه وبجد ابلكيش زى الزفت,0
بتبةلر نيمبمبةبخبمنن,1
كل ماجي افتح يقلي جهاذك غير امان دي اشتغاله,0
مشاركة,1
جميلة جداً,1
تطلب الساعه يجيك,0
So cool,1
سيء الى أسوأ في السابق كان نوعا ما جيد اما الان في كل مرة أقوم بالطلب من خلاله يتم رفض الاوردر من التطبيق نفسه لا اعلم ما المشكلة ولكن لن اعاود الطلب من خلاله مره اخرى,0
لا بائس,1
ني هتيعز,1
افضل برنامج للطلبات وتميز وسرعه في التوصيل,1
يستهل,1
الكورنيش,0
رعا,0
تطبيق سئ جديا اول مابدأوا كانوا خدمة كويسة لكن المستوي انحدر ونصب في الفلوس وأي فرض غرامات وخلاص في نظام الحجز ومفيش حاجة إلغاء للرحلة الا قبلها ساعات يعني تلغي قبلها بساعتين مثلا يشيلك ثمن الرحلة كاملة حاجة منتهي القرف,0
مو راضي يشتغل حاولت احدد موقعي يرفض حتى حطيت مدن ثانية ويرفض قبل الرياض فقط فاشل,0
بارد ومش حلو,0
القسائم لا تعمل دائما,0
تطبيق رائع ومميز ويستاهل التثبيت للفائدة العامة,1
ممتاز بمعني الكلمه,1
ازاي مافيش موظف اكلمه لو عندي مشكلة في طلب,0
لقد اشتركت بالخطأ وتم سحب رصيد من الفيزا بدون علمى,1
بجننن خلصت ثروتي عليهم وبيشهي الاكل,1
تد,0
عجيب كلش,1
معفن البرنامج كثير,0
ابو كلب,1
كثيرررررر,1
التطبيق رائع بس ياريت الخدمه توصل للعراق,1
لو سمحت انا من اسكندريه ووكيل مباشر لأوبر وليا اسمي هناك وكنت حابب افتح شغل معاكم قاهره واسكندريه مش عارف اتواصل ازاي ارجو الرد,1
طلبت وجبة عشاء كان مكتوب انها تحتاج نصف ساعة لتصل، إلى الٱن بعد اكثر من ساعة العشاء لم يصلتطبيق سيء ،هذه الشركة التطبيق متجهة للفشل الذريع سيتم حذف التطبيق نهائيا,0
ممتاز وسهل جدا وآمن,1
اول مرة اطلب من التطبيق ما وصلني الطلب كتبوا انه وصل إستلمته للأسف ما في مصداقية اسوء تجربة مع التطبيق ضليت اتواصل مع قسم المساعدة ضلوا يضحكوا علىي يحكولي في الطريق إليك اكتر تطبيق نصب بس بدهم الناس تنزل التطبيق ما يكونوا ثقة حسبي الله نعم الوكيل فيكم,0
بيزه,0
البرنج حلو كتير العملاء كيوسين,1
ترا تطبيق فااشل ما في توصيله لا منطقه يلي انا ساكنه فيها ليه ممكن تجاوبنيي,0
انا بأيد كلام ضياء الكيلاني جيبوهم هسا ليرات يلا ولا,1
إصدار التطبيق سيئ وغير مفيد,0
اصبح التطبيق سيء الخدمة بسبب اضافة مطاعم لاتستحق ان تقدم طعام وعدم الالتفات لآراء وتقييمات الزبائن,0
الابليكشن مش شغال,0
خدمه عملاء سيئه جدااا طلبت شي ووصلني شي اخر زوماتو افضل,0
لم يتم التعامل من قبل,1
ياةعيكعتهلتهقب,1
اكتر من رائع شكراا جداا للقائمين على العمل,1
احب اقولكم تطبيقم مابي خير,0
برنامج حلو بس ياريت فيه مطاعم اكثر بالقطيف,1
صدق موقع حلو مره وشكرا,1
Firstrate application WE simple easy without extra fees keep going,1
برنامج راائع يوفر علينا وقت وجهد ويسهل الطلب من أي مطعم احبه,1
Thanks supporting palasteins people,1
اهم شي الاكل,1
سئ جدا مافيه ولا مطعم,0
بالاول نجمة لجل اعلق ولا انتم ماتستاهلون ربع نجمة ثانيا شسالفة البيسات بيسة بيسة بيسة مع الحساب ومن ثم تاخذون بيسة من دون اعادة المتبقي هل هذه سياستكم السرقة الغير مباشرة للعلم راح اطلب منكم واذا وصلني الحساب فيه بيسات والله سوف ارفع عليكم قضية امام المحكمه التجارية والبنك العماني المركزي مع العلم ان عملة البيسة قد تم الغاءها لو تعلمون ذالك ايها السرقة,0
الموقع حيل حلوو وشكراا,1
لم يرسلو لي نقود بعد طلب,0
صراحة بس يظهر برجر كنج,0
السواق يقدر يعلق العميل لساعتين او اكتر بعد كده يلغي الطلب من غير حتى اخطار العميل,0
اسوء خدمه,0
برنامج ممتاز ويلبي جميع الاحتياجات,1
مافيه شارع السويدي الغربي,0
زفت ويهنج كتير النت,0
شركة متطورة أدخلت نظام جديد للتسوق التجارة إلى مصر,1
ان البرنامج خىا,1
ارجو ان استمروا في خدماتكم,1
افضل برنامج بعدين برنامج خدمة,1
تطبيق سيئ أغلب الوقت احاول اطلب يعطيني خطأ والعروض الي يحطونها تخرب التجربه اكثر يكون طالع لي انه في عرض لكن لما اطلب العرض ما يكون انحسب واغلب الوقت اضطر اني اطلب من المطعم نفسه دايركت بسبب الأخطاء هاذا التطبيق جيد اذا حاب تشوف المنيو لكل مطعم غير أن التوصيل اوقات يوصل سعره لدينار مثل مطعم البيك الي وجباته رخيصه لاكن التوصيل يصفقك بدينار,0
الفتره الاخيره تم غلاء الاسعار بشكل واضح من قبل الطلبات على جميع المطاعم وزياده مبالغه بها بسعر السلعه,0
التطبيق لا يغطى منطقتي,0
ازعجني اعلانات الله يلعنه,0
التطبيق زفت اكرهكم انتم ودعاياتكم الله لا يوفقكم,0
انصح فيع لانه يوصل في الاردن,1
خدمه جيده جدا,1
حضرتك ليه مش موجود مصر,0
حلو ممتاز اللغيا,1
توصيل بطيييء جدا قد يستغرق ساعتين ونص او اكثر,0
بس عندنا مايوصلون الطلب الا بعد ساعه لاني فأخر القريه مكاني بعيد الزبده البرنامج رائع وجميل واشكر القأمين عليه,1
شركه واداره فاشله كل مره الطلب يتأخر اكلمهم ولا فهمين حاجه والموضوع ده أكرر اكتر من مره ومسحت البرنامج مش هتعمل معهم تاني مش انصح الناس بيه,0
التطبيق لايعمل في جوالي samsung note,0
مافيه مطاعم يلوع الكبد مانصح احد يحمله وشكرا,0
ممتاز خدمات رائعه جدا,1
كل ما ادخل قسيمه يقول في المره الاولى فقط ودي اول مره استخدام,0
كيف يتم التوصل مع خدمة العملاء,1
صصصضض,1
ممتاأاااااااأااااااااااااز,1
احسن موقع طلبات عن وجهة نظري,1
الاكل بارد ويوصل متاخر,0
الله يوفق الي اخترع البرنامج هذا,1
تطبيق ممتاز من حيث التنوع وخدمة العملاء تحياتي,1
اشي ممتاز,0
أمان وموفره الوقت والفلوس,1
برنامج غبي لاتحملوه,0
هاذا التطبيق سيء للغاية ما بستاهل ولا نجمة,0
رائع ممتاز جدا,1
اووالخابورهوما موجوده وش ذااا,0
